,Ticket Number,Date Created,Subject,From,From Email,Priority,Department,Type,Source,Current Status,Last Updated,Due Date,Overdue,Answered,Agent Assigned,Team Assigned,Thread Count,Attachment Count,Category,Issue Origin,Select Ticket Status Update,SLA DUE DATE,Breached SLA,
516,111591,1/12/21 16:26,Instance Connection Details ,Troy Daniels,troy.daniels@outlook.com,Low,SAP JDE Support Department,Request,Web,Closed,1/29/21 17:21,1/13/21 16:26,0,1,Jared Smith,JDE Support Team,11,2,NON-PROD,TEST,Close Ticket,No SLA for Request,YES,
517,111508,9/28/20 10:43,Vacation Leave Issue,Kian Rogers,krogers@mailinator.com,Low,SAP JDE Support Department,Request,Web,Open,1/25/21 12:06,3/29/23 22:43,0,0,Jose Satary,JDE Support Team,15,2,NON-PROD,TEST,Open ,No SLA for Request,YES,
518,111589,1/6/21 15:26,View Leave Balance Error Page,Kian Rogers,krogers@mailinator.com,Low,SAP JDE Support Department,Incident / Problem,Web,Closed,1/18/21 18:05,1/7/21 3:26,0,1,Jared Smith,JDE Support Team,6,2,NON-PROD,TEST,Close Ticket,20/01/2021 00:00,NO,
519,111445,6/16/20 9:27,Procedure or Document about Refreshing DB,Aurora Miller,aurora.miller@outlook.com,Low,SAP JDE Support Department,Request,Web,Open,12/11/20 20:13,12/15/22 21:27,0,0,Jose Satary,SAP Support Team,4,0,NON-PROD,DEVELOPMENT,New Ticket,No SLA for Request,YES,
520,111579,12/11/20 15:46,SPMS Report,Jane Wilberts,jwilberts@mailinator.com,Low,SAP JDE Support Department,Request,Web,Open,12/11/20 15:46,6/12/23 3:46,0,1,Jose Satary,JDE Support Team,4,0,NON-PROD,TEST,New Ticket,No SLA for Request,YES,
521,111540,10/22/20 15:55,Training Process Name,Troy Daniels,troy.daniels@outlook.com,Low,SAP JDE Support Department,Request,Web,Open,11/20/20 16:25,4/23/23 3:55,0,0,Jose Satary,JDE Support Team,5,0,NON-PROD,TEST,New Ticket,No SLA for Request,YES,
522,111537,10/19/20 18:30,Application of Leave Error,Kian Rogers,krogers@mailinator.com,Low,SAP JDE Support Department,Incident / Problem,Web,Open,10/19/20 18:30,4/20/23 6:30,0,1,Jose Satary,JDE Support Team,4,1,NON-PROD,TEST,Open ,02/11/2020 00:00,NO,
523,111532,10/9/20 15:19,"9.2 Dev DB backup, then restore to 9.2 Test",Aurora Miller,aurora.miller@outlook.com,Low,SAP JDE Support Department,Request,Web,Open,10/9/20 15:20,4/10/23 3:19,0,1,Jose Satary,SAP Support Team,2,0,NON-PROD,DEVELOPMENT,New Ticket,No SLA for Request,YES,
524,111477,7/27/20 14:44,Apply Patch,Aurora Miller,aurora.miller@outlook.com,Low,SAP JDE Support Department,Request,Web,Closed,9/1/20 17:52,7/28/20 2:44,0,1,Jared Smith,SAP Support Team,5,0,NON-PROD,DEVELOPMENT,Close Ticket,No SLA for Request,YES,
525,111472,7/17/20 10:47,Error upon saving template,Marvin Peters,mpeters@outlook.com,Low,SAP JDE Support Department,Incident / Problem,Web,Closed,7/28/20 18:12,7/17/20 22:47,0,1,Jared Smith,SAP Support Team,18,1,NON-PROD,DEVELOPMENT,Close Ticket,31/07/2020 00:00,NO,
526,111465,7/9/20 12:28,test,Jovan Brown,jovan_brown@mailinator.com,Low,Internal Technical Department,Incident / Problem,Web,Open,7/9/20 12:28,7/10/20 0:28,1,0,Raya Musk,Help Desk Team,1,0,"NON-PROD,NON-PROD","TEST,TEST",New Ticket,23/07/2020 00:00,NO,
531,111414,4/17/20 19:20,Run SQR file in CS 9.2,John Brown,jbrown@outlook.com,Low,SAP JDE Support Department,Request,Web,Open,6/1/20 10:56,10/17/22 7:20,0,0,Raya Musk,SAP Support Team,7,0,NON-PROD,DEVELOPMENT,New Ticket,No SLA for Request,YES,
